year,age_group,birthplace,tb_count,region_name
2013,65 and older,UK born,36.0,Yorkshire and the Humber
2013,65 and older,All places of birth,83.0,Yorkshire and the Humber
2014,0 to 14,Non-UK born,8.0,Yorkshire and the Humber
2014,0 to 14,UK born,13.0,Yorkshire and the Humber
2014,0 to 14,All places of birth,21.0,Yorkshire and the Humber
2014,15 to 44,Non-UK born,189.0,Yorkshire and the Humber
2014,15 to 44,UK born,77.0,Yorkshire and the Humber
2014,15 to 44,All places of birth,266.0,Yorkshire and the Humber
2014,45 to 64,Non-UK born,69.0,Yorkshire and the Humber
2014,45 to 64,UK born,40.0,Yorkshire and the Humber
2014,45 to 64,All places of birth,109.0,Yorkshire and the Humber
2014,65 and older,Non-UK born,53.0,Yorkshire and the Humber
2014,65 and older,UK born,41.0,Yorkshire and the Humber
2014,65 and older,All places of birth,94.0,Yorkshire and the Humber
2015,0 to 14,Non-UK born,5.0,Yorkshire and the Humber
2015,0 to 14,UK born,21.0,Yorkshire and the Humber
2015,0 to 14,All places of birth,26.0,Yorkshire and the Humber
2015,15 to 44,Non-UK born,180.0,Yorkshire and the Humber
2015,15 to 44,UK born,51.0,Yorkshire and the Humber
2015,15 to 44,All places of birth,231.0,Yorkshire and the Humber
2015,45 to 64,Non-UK born,81.0,Yorkshire and the Humber
2015,45 to 64,UK born,35.0,Yorkshire and the Humber
2015,45 to 64,All places of birth,116.0,Yorkshire and the Humber
2015,65 and older,Non-UK born,25.0,Yorkshire and the Humber
2015,65 and older,UK born,20.0,Yorkshire and the Humber
2015,65 and older,All places of birth,45.0,Yorkshire and the Humber
2016,0 to 14,Non-UK born,,Yorkshire and the Humber
2016,0 to 14,UK born,11.0,Yorkshire and the Humber
2016,0 to 14,All places of birth,15.0,Yorkshire and the Humber
2016,15 to 44,Non-UK born,181.0,Yorkshire and the Humber
2016,15 to 44,UK born,52.0,Yorkshire and the Humber
2016,15 to 44,All places of birth,233.0,Yorkshire and the Humber
2016,45 to 64,Non-UK born,69.0,Yorkshire and the Humber
2016,45 to 64,UK born,34.0,Yorkshire and the Humber
2016,45 to 64,All places of birth,103.0,Yorkshire and the Humber
2016,65 and older,Non-UK born,33.0,Yorkshire and the Humber
2016,65 and older,UK born,34.0,Yorkshire and the Humber
2016,65 and older,All places of birth,67.0,Yorkshire and the Humber
2017,0 to 14,Non-UK born,,Yorkshire and the Humber
2017,0 to 14,UK born,11.0,Yorkshire and the Humber
2017,0 to 14,All places of birth,14.0,Yorkshire and the Humber
2017,15 to 44,Non-UK born,148.0,Yorkshire and the Humber
2017,15 to 44,UK born,47.0,Yorkshire and the Humber
2017,15 to 44,All places of birth,195.0,Yorkshire and the Humber
2017,45 to 64,Non-UK born,56.0,Yorkshire and the Humber
2017,45 to 64,UK born,17.0,Yorkshire and the Humber
2017,45 to 64,All places of birth,73.0,Yorkshire and the Humber
2017,65 and older,Non-UK born,36.0,Yorkshire and the Humber
2017,65 and older,UK born,26.0,Yorkshire and the Humber
2017,65 and older,All places of birth,62.0,Yorkshire and the Humber
2018,0 to 14,Non-UK born,8.0,Yorkshire and the Humber
2018,0 to 14,UK born,11.0,Yorkshire and the Humber
2018,0 to 14,All places of birth,19.0,Yorkshire and the Humber
2018,15 to 44,Non-UK born,131.0,Yorkshire and the Humber
2018,15 to 44,UK born,47.0,Yorkshire and the Humber
2018,15 to 44,All places of birth,178.0,Yorkshire and the Humber
2018,45 to 64,Non-UK born,58.0,Yorkshire and the Humber
2018,45 to 64,UK born,30.0,Yorkshire and the Humber
2018,45 to 64,All places of birth,88.0,Yorkshire and the Humber
2018,65 and older,Non-UK born,35.0,Yorkshire and the Humber
2018,65 and older,UK born,29.0,Yorkshire and the Humber
2018,65 and older,All places of birth,64.0,Yorkshire and the Humber
2019,0 to 14,Non-UK born,,Yorkshire and the Humber
2019,0 to 14,UK born,12.0,Yorkshire and the Humber
2019,0 to 14,All places of birth,16.0,Yorkshire and the Humber
2019,15 to 44,Non-UK born,146.0,Yorkshire and the Humber
2019,15 to 44,UK born,62.0,Yorkshire and the Humber
2019,15 to 44,All places of birth,208.0,Yorkshire and the Humber
2019,45 to 64,Non-UK born,56.0,Yorkshire and the Humber
2019,45 to 64,UK born,24.0,Yorkshire and the Humber
2019,45 to 64,All places of birth,80.0,Yorkshire and the Humber
2019,65 and older,Non-UK born,21.0,Yorkshire and the Humber
2019,65 and older,UK born,24.0,Yorkshire and the Humber
2019,65 and older,All places of birth,45.0,Yorkshire and the Humber
2020,0 to 14,Non-UK born,,Yorkshire and the Humber
2020,0 to 14,UK born,15.0,Yorkshire and the Humber
2020,0 to 14,All places of birth,18.0,Yorkshire and the Humber
2020,15 to 44,Non-UK born,126.0,Yorkshire and the Humber
2020,15 to 44,UK born,35.0,Yorkshire and the Humber
2020,15 to 44,All places of birth,161.0,Yorkshire and the Humber
2020,45 to 64,Non-UK born,45.0,Yorkshire and the Humber
2020,45 to 64,UK born,17.0,Yorkshire and the Humber
2020,45 to 64,All places of birth,62.0,Yorkshire and the Humber
2020,65 and older,Non-UK born,20.0,Yorkshire and the Humber
2020,65 and older,UK born,20.0,Yorkshire and the Humber
2020,65 and older,All places of birth,40.0,Yorkshire and the Humber
2021,0 to 14,Non-UK born,,Yorkshire and the Humber
2021,0 to 14,UK born,9.0,Yorkshire and the Humber
2021,0 to 14,All places of birth,10.0,Yorkshire and the Humber
2021,15 to 44,Non-UK born,146.0,Yorkshire and the Humber
2021,15 to 44,UK born,28.0,Yorkshire and the Humber
2021,15 to 44,All places of birth,174.0,Yorkshire and the Humber
2021,45 to 64,Non-UK born,65.0,Yorkshire and the Humber
2021,45 to 64,UK born,31.0,Yorkshire and the Humber
2021,45 to 64,All places of birth,96.0,Yorkshire and the Humber
2021,65 and older,Non-UK born,26.0,Yorkshire and the Humber
2021,65 and older,UK born,19.0,Yorkshire and the Humber
2021,65 and older,All places of birth,45.0,Yorkshire and the Humber
2022,0 to 14,Non-UK born,,Yorkshire and the Humber
2022,0 to 14,UK born,10.0,Yorkshire and the Humber
2022,0 to 14,All places of birth,14.0,Yorkshire and the Humber
2022,15 to 44,Non-UK born,132.0,Yorkshire and the Humber
2022,15 to 44,UK born,40.0,Yorkshire and the Humber
2022,15 to 44,All places of birth,172.0,Yorkshire and the Humber
2022,45 to 64,Non-UK born,47.0,Yorkshire and the Humber
2022,45 to 64,UK born,20.0,Yorkshire and the Humber
2022,45 to 64,All places of birth,67.0,Yorkshire and the Humber
2022,65 and older,Non-UK born,29.0,Yorkshire and the Humber
2022,65 and older,UK born,18.0,Yorkshire and the Humber
2022,65 and older,All places of birth,47.0,Yorkshire and the Humber
2023,0 to 14,Non-UK born,6.0,Yorkshire and the Humber
2023,0 to 14,UK born,,Yorkshire and the Humber
2023,0 to 14,All places of birth,8.0,Yorkshire and the Humber
2023,15 to 44,Non-UK born,167.0,Yorkshire and the Humber
2023,15 to 44,UK born,45.0,Yorkshire and the Humber
2023,15 to 44,All places of birth,212.0,Yorkshire and the Humber
2023,45 to 64,Non-UK born,56.0,Yorkshire and the Humber
2023,45 to 64,UK born,27.0,Yorkshire and the Humber
2023,45 to 64,All places of birth,83.0,Yorkshire and the Humber
2023,65 and older,Non-UK born,29.0,Yorkshire and the Humber
2023,65 and older,UK born,20.0,Yorkshire and the Humber
2023,65 and older,All places of birth,49.0,Yorkshire and the Humber
2024,0 to 14,Non-UK born,5.0,Yorkshire and the Humber
2024,0 to 14,UK born,,Yorkshire and the Humber
2024,0 to 14,All places of birth,7.0,Yorkshire and the Humber
2024,15 to 44,Non-UK born,204.0,Yorkshire and the Humber
2024,15 to 44,UK born,49.0,Yorkshire and the Humber
2024,15 to 44,All places of birth,253.0,Yorkshire and the Humber
2024,45 to 64,Non-UK born,80.0,Yorkshire and the Humber
2024,45 to 64,UK born,32.0,Yorkshire and the Humber
2024,45 to 64,All places of birth,112.0,Yorkshire and the Humber
2024,65 and older,Non-UK born,32.0,Yorkshire and the Humber
2024,65 and older,UK born,17.0,Yorkshire and the Humber
2024,65 and older,All places of birth,49.0,Yorkshire and the Humber
